resId,sampUnitIds,sampId,sampCountry,sampY,sampM,sampD,sampEventInfo,sampSize,sampSizeUnit,sampSizeUnit_desc,sampMatCode,sampMatText,analysisY,analysisM,analysisD,anPortSeq,labId,labAccred,labAccred_desc,paramCode,paramCode_desc,paramText,anMethRefId,anMethCode,anMethCode_desc,anMethText,resUnit,resUnit_desc,resLOD,resLOQ,resVal,resValRec,resValRecCorr,exprResType,exprResType_desc,resQualValue,resType,resType_desc,resValUncert,resValUncertSD
Var54,sampHoldingId=Hinnerup$herdId=8,Va54,DK,2020,9,23,com=sampT 12:06,64,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,11,13,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var55,sampHoldingId=Hinnerup$herdId=9,Va55,DK,2020,9,23,com=sampT 12:06,108,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,11,13,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Nos67a,sampHoldingId=Hinnerup$herdId=2,No67a,DK,2020,10,21,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.5,,,,.,,VAL,Numerical Value,,
Nos67b,sampHoldingId=Hinnerup$herdId=2,No67b,DK,2020,10,21,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos68a,sampHoldingId=Hinnerup$herdId=5,No68a,DK,2020,10,21,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.9,,,,.,,VAL,Numerical Value,,
Nos68b,sampHoldingId=Hinnerup$herdId=5,No68b,DK,2020,10,21,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos69a,sampHoldingId=Hinnerup$herdId=7,No69a,DK,2020,10,21,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.8,,,,.,,VAL,Numerical Value,,
Nos69b,sampHoldingId=Hinnerup$herdId=7,No69b,DK,2020,10,21,com=sampT 12:00,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Var56,sampHoldingId=Hinnerup$herdId=1,Va56,DK,2020,10,21,com=sampT 12:06,124,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,11,13,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var57,sampHoldingId=Hinnerup$herdId=2,Va57,DK,2020,10,21,com=sampT 12:06,155,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,11,13,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var58,sampHoldingId=Hinnerup$herdId=4,Va58,DK,2020,10,21,com=sampT 12:06,167,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,11,13,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var62,sampHoldingId=Hinnerup$herdId=9,Va62,DK,2020,10,21,com=sampT 12:06,239,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,11,13,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,1.3,,,,.,POS,VAL,Numerical Value,,
Var59,sampHoldingId=Hinnerup$herdId=5,Va59,DK,2020,10,21,com=sampT 12:06,162,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,11,13,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,0.6,,,,.,POS,VAL,Numerical Value,,
Var60,sampHoldingId=Hinnerup$herdId=7,Va60,DK,2020,10,21,com=sampT 12:06,165,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,11,13,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,1.2,,,,.,POS,VAL,Numerical Value,,
Var61,sampHoldingId=Hinnerup$herdId=8,Va61,DK,2020,10,21,com=sampT 12:06,154,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,11,13,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,2,,,,.,POS,VAL,Numerical Value,,
Vir366,sampHoldingId=Hinnerup$herdId=1,Vi366,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.9,,,,.,,VAL,Numerical Value,,
Vir367,sampHoldingId=Hinnerup$herdId=1,Vi367,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.9,,,,.,,VAL,Numerical Value,,
Vir368,sampHoldingId=Hinnerup$herdId=1,Vi368,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,6.7,,,,.,,VAL,Numerical Value,,
Vir369,sampHoldingId=Hinnerup$herdId=1,Vi369,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,5.9,,,,.,,VAL,Numerical Value,,
Vir370,sampHoldingId=Hinnerup$herdId=2,Vi370,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.8,,,,.,,VAL,Numerical Value,,
Vir371,sampHoldingId=Hinnerup$herdId=2,Vi371,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,7.4,,,,.,,VAL,Numerical Value,,
Vir372,sampHoldingId=Hinnerup$herdId=2,Vi372,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.9,,,,.,,VAL,Numerical Value,,
Vir373,sampHoldingId=Hinnerup$herdId=2,Vi373,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,4,,,,.,,VAL,Numerical Value,,
Vir374,sampHoldingId=Hinnerup$herdId=4,Vi374,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.7,,,,.,,VAL,Numerical Value,,
Vir375,sampHoldingId=Hinnerup$herdId=4,Vi375,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,7,,,,.,,VAL,Numerical Value,,
Vir376,sampHoldingId=Hinnerup$herdId=4,Vi376,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,4.1,,,,.,,VAL,Numerical Value,,
Vir377,sampHoldingId=Hinnerup$herdId=5,Vi377,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.9,,,,.,,VAL,Numerical Value,,
Vir378,sampHoldingId=Hinnerup$herdId=7,Vi378,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,2.5,,,,.,,VAL,Numerical Value,,
Vir379,sampHoldingId=Hinnerup$herdId=4,Vi379,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.2,,,,.,,VAL,Numerical Value,,
Vir380,sampHoldingId=Hinnerup$herdId=5,Vi380,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.1,,,,.,,VAL,Numerical Value,,
Vir381,sampHoldingId=Hinnerup$herdId=5,Vi381,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.6,,,,.,,VAL,Numerical Value,,
Vir385,sampHoldingId=Hinnerup$herdId=7,Vi385,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,4.9,,,,.,,VAL,Numerical Value,,
Vir382,sampHoldingId=Hinnerup$herdId=5,Vi382,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.8,,,,.,,VAL,Numerical Value,,
Vir383,sampHoldingId=Hinnerup$herdId=7,Vi383,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,6.8,,,,.,,VAL,Numerical Value,,
Vir384,sampHoldingId=Hinnerup$herdId=7,Vi384,DK,2020,10,21,com=sampT 16:26,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2020,12,30,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,4.7,,,,.,,VAL,Numerical Value,,
Pol211,sampHoldingId=Idanha-a-Nova$herdId=8,Po211,PT,2019,3,9,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Salix,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,58.6,,,,.,POS,VAL,Numerical Value,,
Pol212,sampHoldingId=Idanha-a-Nova$herdId=8,Po212,PT,2019,3,9,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Brassica napus,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,25.4,,,,.,POS,VAL,Numerical Value,,
Pol213,sampHoldingId=Idanha-a-Nova$herdId=8,Po213,PT,2019,3,9,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Cornaceae,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,5.1,,,,.,POS,VAL,Numerical Value,,
Pol214,sampHoldingId=Idanha-a-Nova$herdId=8,Po214,PT,2019,3,9,com=sampT 14:00,500,G297A,Grain,A0CVH,Pollen from bees,2019,12,13,1,Pollen_LIB,L003A,None,RF-XXXX-XXX-XXX,Not in list,Lysimachia,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G138A,Percent,,,5.5,,,,.,POS,VAL,Numerical Value,,
Nos70a,sampHoldingId=Idanha-a-Nova$herdId=1,No70a,PT,2019,3,12,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,6.4,,,,.,,VAL,Numerical Value,,
Nos70b,sampHoldingId=Idanha-a-Nova$herdId=1,No70b,PT,2019,3,12,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos71a,sampHoldingId=Idanha-a-Nova$herdId=3,No71a,PT,2019,3,12,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.4,,,,.,,VAL,Numerical Value,,
Nos71b,sampHoldingId=Idanha-a-Nova$herdId=3,No71b,PT,2019,3,12,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Nos74a,sampHoldingId=Idanha-a-Nova$herdId=2,No74a,PT,2019,3,12,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,Microscopic detection,F536A,Microscopic detection,Microscopic detection,G295A,Log10 of count,,,5.7,,,,.,,VAL,Numerical Value,,
Nos74b,sampHoldingId=Idanha-a-Nova$herdId=2,No74b,PT,2019,3,12,com=sampT 13:09,60,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,15,1,AU_DK,L003A,None,RF-00011951-PAR,Nosema ceranae,,PCR,F086A,PCR,Species identification,,.,,,,,,,.,POS,BIN,Qualitative Value (Binary),,
Pst194,sampHoldingId=Idanha-a-Nova$herdId=5,Ps194,PT,2019,3,12,com=sampT,,,.,A033P,Honey in combs,2019,10,10,1,LAB_ES,L003A,None,RF-0571-001-PPP,Coumaphos,Coumaphos,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,0.009,,,B001A,Whole weight,POS,LOQ,Non Quantified Value ( less than LOQ),,
Pst195,sampHoldingId=Idanha-a-Nova$herdId=2,Ps195,PT,2019,3,12,com=sampT,,,.,A0CVF,Beebread,2019,10,10,1,LAB_ES,L003A,None,RF-0331-001-PPP,Pendimethalin,Pendimethalin,GC-MS/MS,,.,,G061A,Milligram/kilogram,0.005,0.01,0.12,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst196,sampHoldingId=Idanha-a-Nova$herdId=3,Ps196,PT,2019,3,12,com=sampT,,,.,A0CVF,Beebread,2019,10,10,1,LAB_ES,L003A,None,RF-0331-001-PPP,Pendimethalin,Pendimethalin,GC-MS/MS,,.,,G061A,Milligram/kilogram,0.005,0.01,0.2,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst197,sampHoldingId=Idanha-a-Nova$herdId=1,Ps197,PT,2019,3,12,com=sampT,,,.,A0CVF,Beebread,2019,10,10,1,LAB_ES,L003A,None,RF-0331-001-PPP,Pendimethalin,Pendimethalin,GC-MS/MS,,.,,G061A,Milligram/kilogram,0.005,0.01,0.22,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst198,sampHoldingId=Idanha-a-Nova$herdId=5,Ps198,PT,2019,3,12,com=sampT,,,.,A0CVF,Beebread,2019,9,11,1,LAB_ES,L003A,None,RF-0331-001-PPP,Pendimethalin,Pendimethalin,GC-MS/MS,,.,,G061A,Milligram/kilogram,0.005,0.01,0.17,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst199,sampHoldingId=Idanha-a-Nova$herdId=4,Ps199,PT,2019,3,12,com=sampT,,,.,A0CVF,Beebread,2019,10,10,1,LAB_ES,L003A,None,RF-0331-001-PPP,Pendimethalin,Pendimethalin,GC-MS/MS,,.,,G061A,Milligram/kilogram,0.005,0.01,0.63,,,B001A,Whole weight,POS,VAL,Numerical Value,,
Pst200,sampHoldingId=Idanha-a-Nova$herdId=3,Ps200,PT,2019,3,12,com=sampT,,,.,A033P,Honey in combs,2019,10,10,1,LAB_ES,L003A,None,RF-0571-001-PPP,Coumaphos,Coumaphos,HPLC-MS/MS,F698A,HPLC-MS/MS,HPLC-MS/MS,G061A,Milligram/kilogram,0.005,0.01,0.009,,,B001A,Whole weight,NEG,LOQ,Non Quantified Value ( less than LOQ),,
Var66,sampHoldingId=Idanha-a-Nova$herdId=4,Va66,PT,2019,3,12,com=sampT 16:36,127,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var63,sampHoldingId=Idanha-a-Nova$herdId=1,Va63,PT,2019,3,12,com=sampT 16:36,209,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var64,sampHoldingId=Idanha-a-Nova$herdId=2,Va64,PT,2019,3,12,com=sampT 16:36,172,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var65,sampHoldingId=Idanha-a-Nova$herdId=3,Va65,PT,2019,3,12,com=sampT 16:36,149,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Var67,sampHoldingId=Idanha-a-Nova$herdId=5,Va67,PT,2019,3,12,com=sampT 16:36,180,G199A,animal,A16XE#F01.A04TJ,Adult bees,2020,1,17,1,AU_DK,L003A,None,RF-00011963-PAR,Varroa,,Soapy water method,F700A,Soapy water method,Soapy water method,G291A,number per 100 adult bees,,,,,,,.,,LOD,Non Detected Value ( less than LOD),,
Vir386,sampHoldingId=Idanha-a-Nova$herdId=1,Vi386,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir387,sampHoldingId=Idanha-a-Nova$herdId=1,Vi387,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.1,,,,.,,VAL,Numerical Value,,
Vir388,sampHoldingId=Idanha-a-Nova$herdId=1,Vi388,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,3.5,,,,.,,VAL,Numerical Value,,
Vir389,sampHoldingId=Idanha-a-Nova$herdId=1,Vi389,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir390,sampHoldingId=Idanha-a-Nova$herdId=2,Vi390,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir391,sampHoldingId=Idanha-a-Nova$herdId=2,Vi391,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.3,,,,.,,VAL,Numerical Value,,
Vir392,sampHoldingId=Idanha-a-Nova$herdId=2,Vi392,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.9,,,,.,,VAL,Numerical Value,,
Vir393,sampHoldingId=Idanha-a-Nova$herdId=2,Vi393,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011956-PAR,Sacbrood virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir394,sampHoldingId=Idanha-a-Nova$herdId=3,Vi394,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011952-PAR,Acute bee paralysis virus,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir395,sampHoldingId=Idanha-a-Nova$herdId=3,Vi395,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011954-PAR,Deformed wing virus - type A,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.2,,,,.,,VAL,Numerical Value,,
Vir396,sampHoldingId=Idanha-a-Nova$herdId=3,Vi396,PT,2019,3,12,com=sampT 08:43,20,G155A,Milligram,A16XE#F01.A04TJ,Adult bees,2019,11,29,1,AU_DK,L003A,None,RF-00011955-PAR,Deformed wing virus - type B,,QPCR for (R/D)NA quantification,F087A,Quantitative polymerase chain reaction (QPCR),QPCR for (R/D)NA quantification,G295A,Log10 of count,0,0,1.6,,,,.,,VAL,Numerical Value,,
